clean_text,category
If u want a cute endangered animal AXOLOTL no other comment just axolotl,P
I am Offended Im Egyptian,N
The cat tail at the beginning of the video made me laugh,P
Save the red pandas please there my favorite,P
Lets make red pandas house pets Problem solve I want 3,P
Red pandas have been my favorite animal since 3rd grade I WANT ONE AS A PET,P
Ok i got it Those turtles go extinct because you can just snag them off the ground and put them in your pocket What an convenient animal,P
I found a baby turtle in a creek near my house and I played with him for a little bit and then pay him back and had to go home and Im sad and named him leef,P
Im sorry to tell you this but the brown pandas are going extinct,N
My favorite animal is a red panda,P
My man you even have red panda energy,P
Just to make this easier to understand tortoises live on groundturtles live on water its like the poison and venom case lol,P
Thats rude,N
WE SHARE THE SAME FAVORITE ANIMALS,P
Red pandas are my favorite animal and has been for 3 years,P
Where is axolotl,N
Just letting ya know tortoises are turtles that cant swim,P
Where is Axolotls f you,N
Am fro Egypt and am rly offended  u will get canceled,N
i like sables they are very adorable i love them forever i lobe animals like sables,P
adorable little dumbass Im going to go home and call my son that just to hear his response LOL Love your content bro,P
Axolotls are endangered Why not talk about them,N
hello from egypt,P
I love red pandas ahhhhhh,P
You forgot the sea otters,N
I Fcking LOVE RED PANDAS there so Fcking CUTE,P
My dad loves red pandas and I can see why,P
I understand that you dont know a lot about egypt cuz lke were 6000 years old and i dont think you have time to study all of that,P
Im so upset about red pandas theyve been my favorite animal for ages I love them so much,N
The Red panda Is a shiny raccoon,P
The subtitles are sure at the perfect height to get covered by the subscribe button,P
And axolotl but people are paying more attention about,P
Your 2 favorite animals are a red panda  a raccoon Boy have I got the animal for you,P
As an Egyptian I didnt know that these even exist and even that there is a turtle that small,N
Elephants well to ne there cute,P
Search up fly mouse they are nearly extinct,N
We should protect red pandas  if we can protect a literal smooth brain animal  we can do that for red pandas,P
Their natural habitat IS my pocket,P
I love the red pandas,P
I love red pandas,P
i already made a dick joke im not gonna make another one why do i want to hear the one he was coming up with LMAO,P
When you said you havent been devastated by a Google search in a while I knew you were going to mention size lol,P
"I have a big soft spot for red pandas since when I was a bit younger I always played minecraft with my family and since there wasnt a lot going on with customizable skins at the time I chose the red panda skin

That was my skin for many years and its still my favorite partially og minecraft skin",P
I love the quesadillo,P
My mum adopted a red panda,P
As an Egyptian i can assure you that we forgive you,P
The dugong plz look it up,P
"This adorable little dumbass

Tugg feels about red pandas the way we feel about Tugg",P
Cute need money to save,P
I love it,P
My favourite npc,P
"Animals that are super cute
Tail in the background
But are also endangered
Tail disappears",P
Love this guy,P
Start dropping links to relief funds Save the red pandas,P
As an Egyptian tortoise  I can confirm I only get 5 inches big when Im fully mature,P
I only loved Egypt cause they literary worshiped cats,P
fun fact red pandas put their paws up when they feel threatend and theres a vidoe where a red panda feels threatend because of a rock,P
5 is pretty avarage I would even say its pretty huge imo,P
"Ok Ill tell you the difference between turtle and tortoise
Turtlewater
Tortoiseland",P
"Adorable little dumbass
That is me I am endangered HELP",P
Red pandas are my fav,P
I tottaly agree with this guy,P
I mean a red pandas defense strategy is basically to be the cutest thing you have ever seen Sadly its predators just dont care,N
I can go to Egypt its really close to where I live and ship u an Egyptian turtle,P
Raccoons are top tier You are a wise person for understanding that the trash gremlin is the best animal,P
"I dont know anything about Egypt
Its okay as a half Egyptian I forgive you",P
SQUARE boi,N
From my understanding turtle is a generic term like cat and dog Tortoise and sea turtle are specific types of turtle like Maine coon and German shepherd are specific types of cat and dog,P
Great explanation,P
Thx for the info,P
If you throw a tortoise into a lake it dies,N
Dab me up I feel the same,P
Let it die Let it die Let it shrivel up an die,N
As an egyptian i can confirm that everything lives in a pyramid,P
"My friend has a pet raccoon
And you can pet it",P
Fun fact axolotls are basically extinct in the wild They inly live in one lake in Mexico and due to pollution and climat change that lake is slowly shrinking Theres more axolotls in captivity than in the wild,P
Look up red panda when threatened,N
Ive already made a dick joke,N
As a part Egyptian I can confirm this comment,P
